name,province,url,gender,ethnic,dob_y,age,join_work_y,pob_p,join_party_y,edu_dg
娄勤俭,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4963.htm,男,汉族,1956.0,62.0,1973.0,贵州,1975.0,博士
吴政隆,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage6331.htm,男,汉族,1964.0,54.0,1984.0,江苏,1987.0,本科
黄莉新,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4256.htm,女,汉族,1962.0,56.0,1983.0,江苏,1983.0,博士
杨岳,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4334.htm,男,汉族,1968.0,50.0,1996.0,辽宁,1986.0,博士
李小敏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage5948.htm,男,汉族,1959.0,59.0,1983.0,山东,1982.0,博士
樊金龙,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage5950.htm,男,汉族,1963.0,55.0,1981.0,江苏,1983.0,研究生
王燕文,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage5952.htm,女,汉族,1960.0,58.0,1977.0,山东,1980.0,研究生
蒋卓庆,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage5809.htm,男,汉族,1959.0,59.0,1977.0,浙江,1985.0,本科
王立科,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage5968.htm,男,满族,1964.0,54.0,1980.0,山东,1984.0,研究生
周乃翔,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4263.htm,男,汉族,1961.0,57.0,1982.0,江苏,1987.0,研究生
郭文奇,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage16782.htm,男,汉族,1963.0,55.0,1985.0,河北,1984.0,博士
张敬华,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage15561.htm,男,汉族,1962.0,56.0,1985.0,江苏,1985.0,本科
孟中康,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage18622.htm,,,1961.0,57.0,,浙江,,研究生
缪瑞林,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4998.htm,男,汉族,1964.0,54.0,1984.0,江苏,1984.0,博士
马秋林,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage15632.htm,男,汉族,1960.0,58.0,1982.0,江苏,1986.0,博士
王江,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage16845.htm,男,汉族,1963.0,55.0,1984.0,山东,1983.0,博士
郭元强,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage15558.htm,男,汉族,1965.0,53.0,1988.0,河南,1986.0,博士
费高云,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4261.htm,男,汉族,1971.0,47.0,1993.0,江苏,1992.0,研究生
刘旸,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage18727.htm,男,汉族,1967.0,51.0,1994.0,吉林,1988.0,研究生
陈星莺,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage18728.htm,女,汉族,1964.0,54.0,1984.0,湖南,,博士
周铁根,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage15414.htm,男,汉族,1962.0,56.0,1985.0,江苏,1984.0,unknown
汪泉,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4257.htm,男,汉族,1960.0,58.0,1977.0,安徽,1988.0,博士
陆志鹏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4277.htm,男,汉族,1964.0,54.0,1987.0,河南,1984.0,博士
项雪龙,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage15413.htm,男,汉族,1963.0,55.0,1984.0,江苏,1984.0,本科
姚晓东,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4268.htm,男,汉族,1962.0,56.0,1982.0,江苏,1986.0,博士
戴源,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage16133.htm,男,,1962.0,56.0,1982.0,安徽,1985.0,本科
谢正义,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4272.htm,男,汉族,1968.0,50.0,1992.0,江苏,1990.0,研究生
惠建林,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage5152.htm,男,汉族,1964.0,54.0,1986.0,江苏,1992.0,本科
韩立明,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage15461.htm,女,汉族,1964.0,54.0,1984.0,江苏,1986.0,研究生
张爱军,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage16134.htm,男,汉族,1964.0,54.0,1984.0,江苏,1987.0,研究生
蓝绍敏,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage4278.htm,男,,1964.0,54.0,1985.0,广东,1984.0,博士
黄钦,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage18761.htm,男,汉族,1962.0,56.0,1985.0,江苏,1986.0,研究生
庄兆林,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage18818.htm,男,汉族,1969.0,49.0,1987.0,江苏,1990.0,unknown
丁纯,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage16424.htm,男,汉族,1970.0,48.0,1995.0,江苏,1991.0,研究生
李亚平,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage16617.htm,男,汉族,1963.0,55.0,1985.0,江苏,1984.0,博士
徐惠民,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage5157.htm,男,汉族,1963.0,55.0,1981.0,江苏,1987.0,研究生
方伟,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage18760.htm,男,汉族,1965.0,53.0,1987.0,江苏,1986.0,研究生
蔡丽新,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage16603.htm,女,汉族,1971.0,47.0,1994.0,江苏,1992.0,博士
曹路宝,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage5126.htm,男,汉族,1971.0,47.0,1993.0,安徽,1990.0,博士
夏心旻,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage18820.htm,男,汉族,1965.0,53.0,1985.0,江苏,1988.0,研究生
张叶飞,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage16390.htm,男,汉族,1966.0,52.0,1986.0,江苏,1993.0,研究生
史立军,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage15439.htm,男,汉族,1963.0,55.0,1984.0,黑龙,1990.0,博士
王昊,江苏,http://ldzl.people.com.cn/dfzlk/front/personPage18762.htm,男,汉族,1965.0,53.0,,安徽,1985.0,研究生
车俊,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6707.htm,男,汉族,1955.0,63.0,1973.0,安徽,1973.0,本科
袁家军,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6028.htm,男,汉族,1962.0,56.0,1987.0,吉林,1992.0,博士
葛慧君,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6020.htm,女,汉族,1963.0,55.0,1983.0,浙江,1982.0,研究生
郑栅洁,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage12181.htm,男,汉族,1961.0,57.0,1982.0,福建,1985.0,研究生
任振鹤,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage4464.htm,男,土家族,1964.0,54.0,1982.0,湖北,1984.0,研究生
陈金彪,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage4285.htm,男,汉族,1963.0,55.0,1984.0,浙江,1983.0,研究生
冯飞,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage15978.htm,男,汉族,1962.0,56.0,1991.0,江西,1985.0,博士
周江勇,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage4297.htm,男,汉族,1967.0,51.0,1985.0,浙江,1992.0,研究生
熊建平,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6032.htm,男,汉族,1960.0,58.0,1982.0,江西,1986.0,研究生
王昌荣,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage15463.htm,男,汉族,1962.0,56.0,1982.0,浙江,1988.0,研究生
朱从玖,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6040.htm,男,汉族,1965.0,53.0,1988.0,安徽,1985.0,研究生
王双全,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage12961.htm,男,汉族,1963.0,55.0,1983.0,四川,1983.0,研究生
高兴夫,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage15979.htm,男,汉族,1963.0,55.0,1988.0,浙江,1986.0,博士
成岳冲,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage16399.htm,男,汉族,1962.0,56.0,1983.0,浙江,,研究生
王文序,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage18702.htm,女,汉族,1966.0,52.0,1990.0,浙江,1985.0,博士
彭佳学,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage15127.htm,男,汉族,1965.0,53.0,1989.0,安徽,1987.0,研究生
陈伟俊,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage4999.htm,男,汉族,1966.0,52.0,1986.0,浙江,1985.0,研究生
鲁俊,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage4286.htm,女,,1968.0,50.0,1987.0,浙江,,研究生
马晓晖,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage18757.htm,男,汉族,1966.0,52.0,1984.0,浙江,1988.0,研究生
马卫光,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage12442.htm,男,,1962.0,56.0,1983.0,浙江,1983.0,研究生
陈龙,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage18749.htm,男,汉族,1964.0,54.0,1986.0,浙江,1992.0,研究生
徐文光,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6749.htm,男,汉族,1968.0,50.0,1990.0,浙江,,研究生
俞东来,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6747.htm,男,汉族,1963.0,55.0,1981.0,浙江,1986.0,本科
陈奕君,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage7029.htm,女,汉族,1967.0,51.0,1989.0,浙江,1985.0,研究生
张兵,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage4299.htm,男,汉族,1966.0,52.0,1990.0,山东,1985.0,研究生
徐立毅,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage12740.htm,男,汉族,1964.0,54.0,1983.0,浙江,1986.0,本科
裘东耀,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage12440.htm,男,汉族,1961.0,57.0,1978.0,浙江,1986.0,本科
姚高员,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage18752.htm,男,汉族,1968.0,50.0,1990.0,浙江,1993.0,研究生
胡海峰,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage15556.htm,男,汉族,1972.0,46.0,1998.0,安徽,1995.0,研究生
钱三雄,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6792.htm,男,汉族,1967.0,51.0,1990.0,浙江,1988.0,本科
盛阅春,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage6584.htm,男,汉族,1968.0,50.0,1990.0,浙江,1990.0,研究生
尹学群,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage16853.htm,男,汉族,1965.0,53.0,1984.0,浙江,1987.0,研究生
汤飞帆,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage18750.htm,男,汉族,1972.0,46.0,1992.0,浙江,1998.0,研究生
何中伟,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage18753.htm,男,汉族,1970.0,48.0,1993.0,河北,,博士
张晓强,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage7375.htm,男,汉族,1975.0,43.0,1996.0,浙江,1996.0,本科
吴晓东,浙江,http://ldzl.people.com.cn/dfzlk/front/personPage18751.htm,男,汉族,1965.0,53.0,1985.0,浙江,1984.0,研究生
李锦斌,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage6129.htm,男,汉族,1958.0,60.0,1974.0,四川,1978.0,博士
李国英,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage15012.htm,男,汉族,1963.0,55.0,1984.0,河南,1988.0,博士
张昌尔,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage6227.htm,男,汉族,1956.0,62.0,1982.0,湖北,1976.0,博士
信长星,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage16165.htm,男,汉族,1963.0,55.0,1986.0,山东,,研究生
邓向阳,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage6138.htm,男,汉族,1961.0,57.0,1982.0,山东,1985.0,本科
陶明伦,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4434.htm,男,汉族,1963.0,55.0,,河南,1983.0,研究生
刘惠,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage15507.htm,男,汉族,1966.0,52.0,1985.0,湖南,1995.0,博士
刘莉,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage15563.htm,女,汉族,1959.0,59.0,1977.0,安徽,1978.0,研究生
孙云飞,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4328.htm,男,汉族,1962.0,56.0,1984.0,安徽,1986.0,研究生
姚玉舟,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4326.htm,男,汉族,1960.0,58.0,1979.0,安徽,1987.0,博士
虞爱华,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4316.htm,男,汉族,1965.0,53.0,1989.0,安徽,1988.0,研究生
宋国权,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4314.htm,男,汉族,1960.0,58.0,1982.0,安徽,1985.0,研究生
严植婵,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage12184.htm,女,汉族,1964.0,54.0,1985.0,广东,1985.0,研究生
杨征,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage18620.htm,男,,,,,,,unknown
何树山,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage5422.htm,男,汉族,1964.0,54.0,1984.0,山东,1986.0,博士
王翠凤,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage18703.htm,女,汉族,1963.0,55.0,1984.0,安徽,,研究生
李建中,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage12142.htm,男,汉族,1965.0,53.0,1984.0,河南,1991.0,研究生
张曙光,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4324.htm,男,汉族,1966.0,52.0,1988.0,安徽,,研究生
杨光荣,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4492.htm,男,汉族,1962.0,56.0,1989.0,湖南,1985.0,研究生
周喜安,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4691.htm,男,汉族,1963.0,55.0,1988.0,河南,,博士
潘朝晖,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4305.htm,男,汉族,1968.0,50.0,1986.0,安徽,1986.0,研究生
汪莹纯,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage18603.htm,男,汉族,1962.0,56.0,1982.0,安徽,1985.0,研究生
沈强,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4331.htm,男,汉族,1961.0,57.0,1983.0,安徽,1983.0,研究生
张岳峰,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage18604.htm,男,汉族,1964.0,54.0,1985.0,安徽,1991.0,本科
黄晓武,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4313.htm,男,汉族,1965.0,53.0,1983.0,安徽,1986.0,研究生
李猛,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage15833.htm,男,汉族,1967.0,51.0,1987.0,安徽,1994.0,研究生
魏晓明,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4317.htm,,汉族,1964.0,54.0,1987.0,山西,1999.0,本科
任泽锋,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4319.htm,男,汉族,1966.0,52.0,1990.0,内蒙,1986.0,本科
张祥安,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4321.htm,男,汉族,1964.0,54.0,1985.0,安徽,1984.0,研究生
李平,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4323.htm,男,汉族,1962.0,56.0,1981.0,安徽,1984.0,研究生
史翔,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4325.htm,男,汉族,1963.0,55.0,1982.0,安徽,1989.0,研究生
韩军,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4327.htm,男,汉族,1964.0,54.0,1988.0,安徽,1985.0,研究生
汪一光,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage5889.htm,男,汉族,1965.0,53.0,,安徽,1988.0,大专
王宏,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage4309.htm,女,汉族,1970.0,48.0,1990.0,安徽,1995.0,博士
凌云,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage16006.htm,女,汉族,1964.0,54.0,,安徽,1988.0,研究生
贺懋燮,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage16793.htm,男,汉族,1963.0,55.0,1984.0,安徽,1984.0,研究生
王诚,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage16266.htm,男,汉族,1965.0,53.0,,安徽,,研究生
张孝成,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage16792.htm,男,汉族,1964.0,54.0,1983.0,江苏,1985.0,研究生
左俊,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage16007.htm,男,汉族,1964.0,54.0,1983.0,安徽,1994.0,研究生
戴启远,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage16044.htm,男,汉族,1963.0,55.0,1982.0,安徽,1989.0,研究生
胡启生,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage11579.htm,男,汉族,1971.0,47.0,1993.0,安徽,1992.0,博士
陈冰冰,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage15595.htm,,汉族,1962.0,56.0,1982.0,安徽,1984.0,研究生
孔晓宏,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage12221.htm,男,汉族,1966.0,52.0,1989.0,安徽,1989.0,研究生
许继伟,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage18612.htm,男,汉族,1964.0,54.0,1985.0,安徽,1985.0,研究生
孙正东,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage16272.htm,男,汉族,1963.0,55.0,1981.0,安徽,,unknown
杨军,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage16275.htm,男,汉族,1965.0,53.0,,吉林,1987.0,博士
张冬云,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage16117.htm,男,汉族,1964.0,54.0,1987.0,安徽,1987.0,研究生
叶露中,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage18607.htm,男,汉族,1963.0,55.0,1986.0,安徽,1984.0,本科
杜延安,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage15590.htm,男,汉族,1966.0,52.0,1988.0,安徽,1986.0,研究生
雍成瀚,安徽,http://ldzl.people.com.cn/dfzlk/front/personPage15048.htm,男,汉族,1964.0,54.0,1985.0,安徽,1985.0,研究生
于伟国,福建,http://ldzl.people.com.cn/dfzlk/front/personPage6144.htm,男,汉族,1955.0,63.0,1973.0,山东,1975.0,本科
唐登杰,福建,http://ldzl.people.com.cn/dfzlk/front/personPage18616.htm,男,汉族,1964.0,54.0,1986.0,江苏,1991.0,研究生
崔玉英,福建,http://ldzl.people.com.cn/dfzlk/front/personPage18693.htm,女,藏族,1958.0,60.0,1975.0,山东,1980.0,研究生
王宁,福建,http://ldzl.people.com.cn/dfzlk/front/personPage15417.htm,男,汉族,1961.0,57.0,1983.0,,1983.0,本科
张志南,福建,http://ldzl.people.com.cn/dfzlk/front/personPage6149.htm,男,汉族,1960.0,58.0,1981.0,福建,1979.0,研究生
雷春美,福建,http://ldzl.people.com.cn/dfzlk/front/personPage12177.htm,女,畲族,1959.0,59.0,1975.0,,1978.0,研究生
胡昌升,福建,http://ldzl.people.com.cn/dfzlk/front/personPage4696.htm,男,汉族,1963.0,55.0,1986.0,江西,1986.0,博士
刘学新,福建,http://ldzl.people.com.cn/dfzlk/front/personPage16218.htm,男,汉族,1963.0,55.0,1989.0,,1985.0,研究生
裴金佳,福建,http://ldzl.people.com.cn/dfzlk/front/personPage4346.htm,男,汉族,1963.0,55.0,1984.0,福建,1990.0,本科
梁建勇,福建,http://ldzl.people.com.cn/dfzlk/front/personPage4338.htm,男,汉族,1959.0,59.0,1976.0,,1982.0,研究生
周联清,福建,http://ldzl.people.com.cn/dfzlk/front/personPage5039.htm,男,汉族,1962.0,56.0,1981.0,福建,1991.0,本科
王洪祥,福建,http://ldzl.people.com.cn/dfzlk/front/personPage16622.htm,男,汉族,1963.0,55.0,1984.0,湖北,1987.0,博士
杨贤金,福建,http://ldzl.people.com.cn/dfzlk/front/personPage16844.htm,男,汉族,1962.0,56.0,1984.0,江苏,1985.0,博士
李德金,福建,http://ldzl.people.com.cn/dfzlk/front/personPage12128.htm,男,汉族,1962.0,56.0,1981.0,福建,1986.0,研究生
田湘利,福建,http://ldzl.people.com.cn/dfzlk/front/personPage16779.htm,男,汉族,1962.0,56.0,1981.0,,1984.0,研究生
郑新聪,福建,http://ldzl.people.com.cn/dfzlk/front/personPage4343.htm,男,汉族,1963.0,55.0,1982.0,福建,1986.0,本科
郑建闽,福建,http://ldzl.people.com.cn/dfzlk/front/personPage18729.htm,男,汉族,1965.0,53.0,1989.0,,,博士
林宝金,福建,http://ldzl.people.com.cn/dfzlk/front/personPage4347.htm,男,汉族,1964.0,54.0,1985.0,福建,1991.0,研究生
杜源生,福建,http://ldzl.people.com.cn/dfzlk/front/personPage4341.htm,男,汉族,1961.0,57.0,1983.0,福建,1985.0,本科
康涛,福建,http://ldzl.people.com.cn/dfzlk/front/personPage14843.htm,男,汉族,1963.0,55.0,1984.0,江苏,1984.0,研究生
檀云坤,福建,http://ldzl.people.com.cn/dfzlk/front/personPage4345.htm,男,汉族,1963.0,55.0,1986.0,福建,,博士
袁毅,福建,http://ldzl.people.com.cn/dfzlk/front/personPage16276.htm,男,汉族,1964.0,54.0,1986.0,甘肃,1984.0,博士
郭锡文,福建,http://ldzl.people.com.cn/dfzlk/front/personPage16397.htm,男,汉族,1968.0,50.0,,福建,,本科
张兆民,福建,http://ldzl.people.com.cn/dfzlk/front/personPage18798.htm,男,汉族,1962.0,56.0,1981.0,福建,1984.0,本科
尤猛军,福建,http://ldzl.people.com.cn/dfzlk/front/personPage15848.htm,男,汉族,1962.0,56.0,,福建,1983.0,unknown
庄稼汉,福建,http://ldzl.people.com.cn/dfzlk/front/personPage12196.htm,男,汉族,1963.0,55.0,1983.0,福建,1987.0,本科
李建辉,福建,http://ldzl.people.com.cn/dfzlk/front/personPage15930.htm,男,,1963.0,55.0,1981.0,福建,1987.0,研究生
余红胜,福建,http://ldzl.people.com.cn/dfzlk/front/personPage15835.htm,男,,1970.0,48.0,1990.0,安徽,1996.0,博士
刘远,福建,http://ldzl.people.com.cn/dfzlk/front/personPage16396.htm,男,汉族,1963.0,55.0,1983.0,福建,1982.0,本科
许维泽,福建,http://ldzl.people.com.cn/dfzlk/front/personPage15931.htm,男,,1961.0,57.0,,福建,,本科
林兴禄,福建,http://ldzl.people.com.cn/dfzlk/front/personPage16391.htm,男,,1962.0,56.0,,福建,,研究生
林文耀,福建,http://ldzl.people.com.cn/dfzlk/front/personPage18799.htm,男,汉族,1966.0,52.0,1991.0,福建,,研究生
刘奇,江西,http://ldzl.people.com.cn/dfzlk/front/personPage4282.htm,男,汉族,1957.0,61.0,1974.0,山东,1976.0,博士
鹿心社,江西,http://ldzl.people.com.cn/dfzlk/front/personPage4921.htm,男,汉族,1956.0,62.0,1982.0,山东,1985.0,本科
姚增科,江西,http://ldzl.people.com.cn/dfzlk/front/personPage12144.htm,男,汉族,1960.0,58.0,1983.0,山西,1982.0,本科
李炳军,江西,http://ldzl.people.com.cn/dfzlk/front/personPage6172.htm,男,汉族,1963.0,55.0,1984.0,山东,1984.0,本科
孙新阳,江西,http://ldzl.people.com.cn/dfzlk/front/personPage6384.htm,男,汉族,1964.0,54.0,1984.0,陕西,1988.0,研究生
赵爱明,江西,http://ldzl.people.com.cn/dfzlk/front/personPage6169.htm,女,汉族,1961.0,57.0,1982.0,河南,1985.0,博士
毛伟明,江西,http://ldzl.people.com.cn/dfzlk/front/personPage15023.htm,男,汉族,1961.0,57.0,1982.0,浙江,1985.0,本科
尹建业,江西,http://ldzl.people.com.cn/dfzlk/front/personPage6452.htm,男,白族,1963.0,55.0,1986.0,云南,1985.0,研究生
殷美根,江西,http://ldzl.people.com.cn/dfzlk/front/personPage4358.htm,男,汉族,1963.0,55.0,1985.0,江西,1985.0,研究生
陈兴超,江西,http://ldzl.people.com.cn/dfzlk/front/personPage4362.htm,男,汉族,1963.0,55.0,1985.0,浙江,1984.0,研究生
赵力平,江西,http://ldzl.people.com.cn/dfzlk/front/personPage16229.htm,男,汉族,1961.0,57.0,1984.0,山东,1984.0,本科
施小琳,江西,http://ldzl.people.com.cn/dfzlk/front/personPage12381.htm,女,汉族,1969.0,49.0,1990.0,浙江,,研究生
杨笑祥,江西,http://ldzl.people.com.cn/dfzlk/front/personPage18626.htm,男,汉族,1966.0,52.0,,安徽,,unknown
刘强,江西,http://ldzl.people.com.cn/dfzlk/front/personPage18840.htm,男,回族,1962.0,56.0,1984.0,山东,1984.0,unknown
孙菊生,江西,http://ldzl.people.com.cn/dfzlk/front/personPage18704.htm,男,汉族,1964.0,54.0,1988.0,河南,,博士
吴晓军,江西,http://ldzl.people.com.cn/dfzlk/front/personPage16573.htm,男,汉族,1966.0,52.0,1988.0,江西,1986.0,博士
吴忠琼,江西,http://ldzl.people.com.cn/dfzlk/front/personPage4154.htm,女,汉族,1964.0,54.0,1988.0,湖北,1987.0,研究生
秦义,江西,http://ldzl.people.com.cn/dfzlk/front/personPage4126.htm,男,汉族,1963.0,55.0,1985.0,内蒙,1985.0,本科
胡强,江西,http://ldzl.people.com.cn/dfzlk/front/personPage18705.htm,男,汉族,1962.0,56.0,1985.0,河北,1990.0,本科
钟志生,江西,http://ldzl.people.com.cn/dfzlk/front/personPage4359.htm,男,汉族,1963.0,55.0,1982.0,江西,1985.0,研究生
李小豹,江西,http://ldzl.people.com.cn/dfzlk/front/personPage4357.htm,男,汉族,1968.0,50.0,1988.0,湖南,1995.0,博士
林彬杨,江西,http://ldzl.people.com.cn/dfzlk/front/personPage15102.htm,男,汉族,1963.0,55.0,1986.0,江西,,研究生
蒋斌,江西,http://ldzl.people.com.cn/dfzlk/front/personPage4369.htm,男,,1968.0,50.0,1988.0,安徽,1988.0,unknown
郭安,江西,http://ldzl.people.com.cn/dfzlk/front/personPage4353.htm,男,汉族,1962.0,56.0,1981.0,江西,1985.0,研究生
胡世忠,江西,http://ldzl.people.com.cn/dfzlk/front/personPage4367.htm,男,汉族,1963.0,55.0,1989.0,江苏,1983.0,研究生
颜赣辉,江西,http://ldzl.people.com.cn/dfzlk/front/personPage4355.htm,男,汉族,1962.0,56.0,1982.0,江西,1985.0,本科
肖毅,江西,http://ldzl.people.com.cn/dfzlk/front/personPage12665.htm,男,汉族,1962.0,56.0,1981.0,江西,1984.0,unknown
马承祖,江西,http://ldzl.people.com.cn/dfzlk/front/personPage12235.htm,男,汉族,1962.0,56.0,1982.0,江西,1983.0,本科
刘建洋,江西,http://ldzl.people.com.cn/dfzlk/front/personPage18804.htm,男,汉族,1966.0,52.0,1985.0,江西,1986.0,研究生
梅亦,江西,http://ldzl.people.com.cn/dfzlk/front/personPage15905.htm,女,汉族,1970.0,48.0,,江西,,研究生
李江河,江西,http://ldzl.people.com.cn/dfzlk/front/personPage15553.htm,男,汉族,1982.0,36.0,,,1982.0,研究生
谢一平,江西,http://ldzl.people.com.cn/dfzlk/front/personPage18796.htm,男,汉族,1962.0,56.0,1985.0,江西,,研究生
犹王莹（合拼）,江西,http://ldzl.people.com.cn/dfzlk/front/personPage18802.htm,男,土家族,1973.0,45.0,,贵州,1995.0,本科
于秀明,江西,http://ldzl.people.com.cn/dfzlk/front/personPage16847.htm,男,汉族,1964.0,54.0,1983.0,江西,1986.0,研究生
曾文明,江西,http://ldzl.people.com.cn/dfzlk/front/personPage16145.htm,男,汉族,1963.0,55.0,1984.0,江苏,1993.0,本科
