age,dob_y,edu_dg,ethnic,gender,join_party_y,join_work_y,name,pob_p,province,url
56.0,1962.0,研究生,汉族,女,,1981.0,霍金花,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage18734.htm
51.0,1967.0,研究生,汉族,女,1987.0,,侯红,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage12192.htm
56.0,1962.0,研究生,汉族,男,1990.0,1983.0,周斌,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage16422.htm
56.0,1962.0,研究生,汉族,男,1984.0,1984.0,王小平,河北,河南,http://ldzl.people.com.cn/dfzlk/front/personPage12227.htm
59.0,1959.0,研究生,汉族,男,1985.0,1981.0,范修芳,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4419.htm
55.0,1963.0,研究生,汉族,男,1984.0,1982.0,张国伟,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4415.htm
56.0,1962.0,本科,汉族,男,1983.0,1982.0,李公乐,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage5024.htm
50.0,1968.0,研究生,汉族,男,1995.0,1991.0,蒿慧杰,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage16115.htm
,,博士,,男,,,刘南昌,,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15976.htm
57.0,1961.0,研究生,汉族,男,1984.0,1982.0,张文深,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4417.htm
53.0,1965.0,unknown,汉族,男,1984.0,1988.0,王战营,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4421.htm
57.0,1961.0,研究生,汉族,男,1990.0,1984.0,乔新江,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4437.htm
55.0,1963.0,研究生,汉族,男,1984.0,1985.0,刘继标,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4439.htm
53.0,1965.0,研究生,汉族,男,,1989.0,陈星,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage12382.htm
55.0,1963.0,研究生,汉族,男,1985.0,1985.0,张战伟,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage16026.htm
49.0,1969.0,博士,汉族,男,1991.0,,高建军,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage10056.htm
56.0,1962.0,研究生,汉族,男,1990.0,1982.0,刘宛康,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage16017.htm
52.0,1966.0,本科,汉族,男,,1988.0,张雷明,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage18593.htm
51.0,1967.0,博士,汉族,男,1988.0,1990.0,徐衣显,河北,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15380.htm
44.0,1974.0,博士,汉族,男,1995.0,1999.0,郭浩,江苏,河南,http://ldzl.people.com.cn/dfzlk/front/personPage18597.htm
55.0,1963.0,研究生,汉族,,1984.0,1982.0,王登喜,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15651.htm
51.0,1967.0,研究生,汉族,男,1985.0,1991.0,王新伟,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15402.htm
55.0,1963.0,研究生,汉族,男,1986.0,1984.0,宋殿宇,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage16091.htm
55.0,1963.0,本科,汉族,男,1984.0,1984.0,胡五岳,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15634.htm
48.0,1970.0,本科,汉族,男,1991.0,1993.0,刘尚进,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage18661.htm
52.0,1966.0,博士,汉族,男,1988.0,1991.0,安伟,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15407.htm
55.0,1963.0,研究生,汉族,男,1984.0,1982.0,霍好胜,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15650.htm
54.0,1964.0,本科,汉族,,1993.0,1981.0,张建慧,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15637.htm
55.0,1963.0,研究生,汉族,男,1983.0,1981.0,尚朝阳,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15933.htm
57.0,1961.0,博士,汉族,男,,1985.0,丁福浩,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage16407.htm
52.0,1966.0,研究生,汉族,男,,1990.0,朱是西,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage18596.htm
48.0,1970.0,研究生,汉族,男,1993.0,1990.0,石迎军,河南,河南,http://ldzl.people.com.cn/dfzlk/front/personPage18650.htm
61.0,1957.0,研究生,汉族,男,1981.0,1974.0,蒋超良,湖南,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage5048.htm
58.0,1960.0,研究生,汉族,男,1983.0,1983.0,王晓东,江西,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage6241.htm
62.0,1956.0,研究生,汉族,男,1976.0,1982.0,徐立全,安徽,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage6130.htm
55.0,1963.0,研究生,回族,男,,,马国强,河北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18785.htm
54.0,1964.0,研究生,维吾尔族,男,1985.0,1985.0,尔肯江·吐拉洪,新疆,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage6723.htm
56.0,1962.0,博士,汉族,男,1984.0,1984.0,黄楚平,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4454.htm
56.0,1962.0,博士,汉族,女,1982.0,1983.0,王艳玲,河南,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage6224.htm
54.0,1964.0,本科,汉族,男,,,于绍良,河北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage15517.htm
59.0,1959.0,博士,汉族,男,1980.0,1976.0,梁伟年,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage12258.htm
57.0,1961.0,本科,汉族,男,1982.0,1977.0,王立山,山东,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16609.htm
54.0,1964.0,研究生,汉族,男,,1984.0,周霁,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4450.htm
56.0,1962.0,研究生,汉族,男,1987.0,1983.0,王祥喜,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16813.htm
53.0,1965.0,本科,汉族,男,1991.0,1984.0,李乐成,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16530.htm
,,unknown,,男,,,马涛,,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18619.htm
54.0,1964.0,博士,汉族,男,1991.0,1985.0,曹广晶,山东,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage6253.htm
52.0,1966.0,研究生,汉族,男,1987.0,1987.0,曾欣,湖南,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage6259.htm
58.0,1960.0,研究生,汉族,男,1985.0,1982.0,万勇,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4456.htm
51.0,1967.0,博士,汉族,男,2004.0,1991.0,童道驰,湖南,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16255.htm
55.0,1963.0,研究生,汉族,女,1985.0,1984.0,陈安丽,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4463.htm
55.0,1963.0,博士,汉族,男,,1989.0,杨云彦,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18706.htm
54.0,1964.0,本科,汉族,男,1986.0,1986.0,马旭明,浙江,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4455.htm
55.0,1963.0,unknown,汉族,男,,1983.0,张维国,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4451.htm
55.0,1963.0,博士,汉族,男,1985.0,,杨智,四川,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage14853.htm
56.0,1962.0,研究生,汉族,男,1986.0,1982.0,张爱国,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18591.htm
56.0,1962.0,研究生,汉族,男,1984.0,1982.0,李兵,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4458.htm
53.0,1965.0,研究生,汉族,男,1992.0,1984.0,潘启胜,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18598.htm
55.0,1963.0,研究生,汉族,男,1982.0,,刘雪荣,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4462.htm
46.0,1972.0,博士,汉族,男,1994.0,1995.0,丁小强,江苏,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4465.htm
53.0,1965.0,研究生,汉族,男,1988.0,1984.0,柯俊,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4472.htm
49.0,1969.0,研究生,汉族,男,1991.0,1991.0,胡玖明,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage7995.htm
49.0,1969.0,博士,汉族,男,1990.0,1991.0,吴锦,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4473.htm
47.0,1971.0,博士,汉族,男,1992.0,1993.0,黄剑雄,福建,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4475.htm
38.0,1980.0,研究生,汉族,男,2000.0,2004.0,周森锋,河南,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4476.htm
56.0,1962.0,本科,土家族,男,1987.0,1980.0,周先旺,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4446.htm
50.0,1968.0,研究生,汉族,男,1990.0,1990.0,董卫民,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage11992.htm
43.0,1975.0,研究生,汉族,男,1995.0,1996.0,郄英才,山东,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4467.htm
50.0,1968.0,研究生,汉族,男,1988.0,1990.0,陈新武,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16416.htm
48.0,1970.0,本科,汉族,男,1991.0,1991.0,崔永辉,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16771.htm
50.0,1968.0,研究生,汉族,男,1994.0,1989.0,张家胜,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16651.htm
52.0,1966.0,研究生,汉族,男,,1987.0,孙兵,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18611.htm
52.0,1966.0,研究生,汉族,男,1986.0,1988.0,王立,山东,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage7515.htm
51.0,1967.0,本科,汉族,男,1991.0,1986.0,吴海涛,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16762.htm
50.0,1968.0,研究生,满族,女,1998.0,1990.0,邱丽新,河北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18510.htm
55.0,1963.0,研究生,汉族,男,1994.0,1985.0,王远鹤,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16269.htm
50.0,1968.0,研究生,汉族,女,1990.0,1990.0,郭永红,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18589.htm
56.0,1962.0,本科,土家族,男,1987.0,1982.0,刘芳震,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage14913.htm
46.0,1972.0,研究生,汉族,女,1992.0,1992.0,周文霞,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4471.htm
52.0,1966.0,研究生,汉族,男,1988.0,1989.0,庄光明,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage8408.htm
55.0,1963.0,研究生,汉族,男,1986.0,1984.0,龚定荣,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16796.htm
45.0,1973.0,本科,汉族,男,1997.0,1994.0,刘启俊,湖北,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18592.htm
63.0,1955.0,研究生,汉族,男,1973.0,1973.0,杜家毫,浙江,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4933.htm
62.0,1956.0,研究生,汉族,男,1982.0,1975.0,许达哲,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage16010.htm
60.0,1958.0,博士,汉族,女,1976.0,1975.0,李微微,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage6337.htm
56.0,1962.0,研究生,蒙古族,女,1984.0,1978.0,乌兰,内蒙,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage5473.htm
56.0,1962.0,本科,汉族,男,1982.0,1983.0,陈向群,河北,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage15352.htm
56.0,1962.0,本科,汉族,男,1983.0,1983.0,傅奎,湖北,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage15049.htm
59.0,1959.0,研究生,汉族,男,1979.0,1975.0,黄关春,湖北,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage5717.htm
56.0,1962.0,研究生,汉族,女,1983.0,1983.0,黄兰香,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage6348.htm
55.0,1963.0,博士,汉族,男,1984.0,1985.0,王少峰,山西,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage16205.htm
55.0,1963.0,本科,汉族,男,1988.0,1984.0,蔡振红,山东,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage12959.htm
55.0,1963.0,研究生,汉族,男,1985.0,1983.0,胡衡华,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4994.htm
57.0,1961.0,研究生,汉族,女,1978.0,1978.0,谢建辉,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage16352.htm
56.0,1962.0,博士,汉族,男,1994.0,1983.0,张剑飞,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4479.htm
,,unknown,,男,,,冯毅,,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage18632.htm
55.0,1963.0,博士,汉族,男,,1982.0,何报翔,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage6345.htm
51.0,1967.0,博士,汉族,男,1988.0,1988.0,隋忠诚,吉林,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage5719.htm
55.0,1963.0,研究生,汉族,男,1985.0,1986.0,陈飞,江苏,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage18634.htm
52.0,1966.0,博士,汉族,女,1987.0,1990.0,吴桂英,河北,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4022.htm
52.0,1966.0,本科,汉族,男,1986.0,1987.0,许显辉,河南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4493.htm
57.0,1961.0,研究生,汉族,男,1986.0,1982.0,陈文浩,广东,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4498.htm
56.0,1962.0,博士,汉族,男,1991.0,1983.0,毛腾飞,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4481.htm
54.0,1964.0,unknown,汉族,男,1992.0,1988.0,曹炯芳,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage15569.htm
50.0,1968.0,博士,汉族,男,1991.0,1990.0,郑建新,贵州,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage16814.htm
57.0,1961.0,研究生,汉族,男,1986.0,1987.0,龚文密,湖北,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4487.htm
56.0,1962.0,本科,汉族,男,1984.0,1981.0,刘和生,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage14863.htm
52.0,1966.0,研究生,汉族,男,1991.0,1989.0,周德睿,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4491.htm
54.0,1964.0,研究生,汉族,男,1984.0,1984.0,虢正贵,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage16265.htm
52.0,1966.0,研究生,苗族,男,1986.0,1984.0,瞿海,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4497.htm
56.0,1962.0,本科,汉族,男,1987.0,1983.0,易鹏飞,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4503.htm
48.0,1970.0,博士,汉族,女,1993.0,1987.0,李晖,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4501.htm
55.0,1963.0,博士,汉族,男,1984.0,1984.0,彭国甫,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage5031.htm
55.0,1963.0,博士,汉族,男,1983.0,1983.0,李荐国,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage12739.htm
60.0,1958.0,本科,土家族,男,1976.0,1975.0,叶红专,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4504.htm
52.0,1966.0,unknown,汉族,男,1985.0,1989.0,胡忠雄,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4495.htm
51.0,1967.0,研究生,汉族,男,1993.0,1990.0,阳卫国,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage15587.htm
47.0,1971.0,博士,汉族,男,,,谈文胜,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage15607.htm
54.0,1964.0,研究生,汉族,男,1986.0,1984.0,邓群策,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage18758.htm
54.0,1964.0,研究生,汉族,男,1985.0,1981.0,刘事青,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage15586.htm
50.0,1968.0,研究生,汉族,女,,,李爱武,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage18748.htm
46.0,1972.0,研究生,汉族,男,1992.0,1994.0,曹立军,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage7946.htm
52.0,1966.0,研究生,汉族,男,1992.0,1989.0,刘革安,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage17034.htm
48.0,1970.0,研究生,汉族,男,1991.0,1991.0,张值恒,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage16360.htm
54.0,1964.0,本科,,男,,,刘志仁,,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage16354.htm
55.0,1963.0,博士,,男,1994.0,1983.0,赵应云,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage5041.htm
50.0,1968.0,博士,汉族,男,1990.0,1992.0,雷绍业,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage18606.htm
,,unknown,,,,,杨懿文,,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage7926.htm
55.0,1963.0,研究生,苗族,女,1985.0,1981.0,龙晓华,湖南,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage16331.htm
62.0,1956.0,研究生,汉族,男,1982.0,1975.0,李希,甘肃,广东,http://ldzl.people.com.cn/dfzlk/front/personPage5023.htm
62.0,1956.0,研究生,汉族,女,1976.0,1974.0,李玉妹,山东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage6351.htm
59.0,1959.0,博士,汉族,男,1988.0,1988.0,马兴瑞,山东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage6349.htm
60.0,1958.0,博士,汉族,男,1976.0,1975.0,王荣,江苏,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4508.htm
53.0,1965.0,博士,汉族,男,1985.0,1988.0,任学锋,河北,广东,http://ldzl.people.com.cn/dfzlk/front/personPage5043.htm
56.0,1962.0,博士,汉族,男,1983.0,1987.0,王伟中,山西,广东,http://ldzl.people.com.cn/dfzlk/front/personPage6333.htm
56.0,1962.0,研究生,汉族,男,1988.0,1982.0,林少春,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage6361.htm
54.0,1964.0,博士,汉族,男,1988.0,1989.0,邹铭,江西,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15518.htm
53.0,1965.0,研究生,汉族,男,1993.0,1988.0,何忠友,安徽,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4532.htm
57.0,1961.0,研究生,汉族,男,1985.0,1981.0,施克辉,浙江,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16646.htm
54.0,1964.0,研究生,汉族,男,1986.0,1984.0,江凌,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4537.htm
55.0,1963.0,研究生,汉族,男,1984.0,1986.0,曾志权,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16775.htm
,,unknown,,男,,,张利明,,广东,http://ldzl.people.com.cn/dfzlk/front/personPage18628.htm
54.0,1964.0,博士,汉族,男,1993.0,1985.0,傅华,江苏,广东,http://ldzl.people.com.cn/dfzlk/front/personPage18794.htm
56.0,1962.0,博士,汉族,男,,1986.0,许瑞生,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage6360.htm
57.0,1961.0,本科,汉族,男,1984.0,1983.0,李春生,河南,广东,http://ldzl.people.com.cn/dfzlk/front/personPage6362.htm
56.0,1962.0,博士,汉族,男,1992.0,1984.0,黄宁生,河南,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16846.htm
55.0,1963.0,研究生,汉族,男,1984.0,1984.0,叶贞琴,江西,广东,http://ldzl.people.com.cn/dfzlk/front/personPage18678.htm
55.0,1963.0,研究生,汉族,男,1985.0,1982.0,陈良贤,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4541.htm
55.0,1963.0,博士,汉族,男,1986.0,1986.0,欧阳卫民,湖南,广东,http://ldzl.people.com.cn/dfzlk/front/personPage8631.htm
56.0,1962.0,博士,汉族,女,1993.0,1983.0,余艳红,湖南,广东,http://ldzl.people.com.cn/dfzlk/front/personPage18735.htm
53.0,1965.0,博士,汉族,男,1986.0,1989.0,郭永航,山东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage8541.htm
55.0,1963.0,研究生,汉族,男,1989.0,1989.0,方利旭,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15834.htm
54.0,1964.0,博士,汉族,男,1989.0,1990.0,莫高义,湖北,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16526.htm
54.0,1964.0,博士,汉族,男,1986.0,1982.0,鲁毅,湖北,广东,http://ldzl.people.com.cn/dfzlk/front/personPage5036.htm
55.0,1963.0,研究生,汉族,男,1985.0,1981.0,林应武,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15986.htm
50.0,1968.0,博士,汉族,男,1988.0,1990.0,郑人豪,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4513.htm
53.0,1965.0,博士,汉族,男,1986.0,1987.0,李红军,湖北,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4523.htm
53.0,1965.0,研究生,,,1990.0,1988.0,赖泽华,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage12218.htm
53.0,1965.0,博士,汉族,男,1988.0,1988.0,李贻伟,山东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4516.htm
50.0,1968.0,研究生,汉族,男,1988.0,1986.0,谭君铁,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4529.htm
58.0,1960.0,研究生,汉族,男,1986.0,1979.0,石奇珠,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage7105.htm
53.0,1965.0,研究生,,男,1984.0,1985.0,丁红都,河南,广东,http://ldzl.people.com.cn/dfzlk/front/personPage7127.htm
56.0,1962.0,研究生,汉族,男,1984.0,1983.0,陈小山,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15568.htm
58.0,1960.0,研究生,汉族,男,1984.0,1976.0,郭锋,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4525.htm
56.0,1962.0,研究生,汉族,男,1984.0,1981.0,梁维东,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage5138.htm
52.0,1966.0,研究生,,男,1988.0,1989.0,陈旭东,浙江,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15840.htm
48.0,1970.0,研究生,汉族,男,1991.0,1992.0,刘小涛,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage8146.htm
55.0,1963.0,本科,汉族,男,1986.0,1984.0,李水华,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage11030.htm
55.0,1963.0,unknown,汉族,男,,,黄汉标,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage18842.htm
55.0,1963.0,研究生,汉族,男,1984.0,1984.0,温国辉,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4530.htm
56.0,1962.0,博士,汉族,男,1992.0,1983.0,陈如桂,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16009.htm
53.0,1965.0,研究生,汉族,男,1986.0,1987.0,姚奕生,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage7040.htm
54.0,1964.0,研究生,汉族,男,1985.0,1986.0,郑剑戈,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16888.htm
53.0,1965.0,研究生,汉族,男,1985.0,1987.0,殷焕明,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16766.htm
50.0,1968.0,研究生,汉族,男,2002.0,1994.0,朱伟,湖南,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15606.htm
55.0,1963.0,研究生,汉族,男,1984.0,1984.0,刘毅,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16765.htm
54.0,1964.0,研究生,汉族,男,1988.0,1983.0,姜建军,河南,广东,http://ldzl.people.com.cn/dfzlk/front/personPage9242.htm
50.0,1968.0,博士,汉族,男,1998.0,1990.0,许志晖,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16628.htm
52.0,1966.0,博士,汉族,男,1994.0,1990.0,范中杰,四川,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16886.htm
49.0,1969.0,研究生,汉族,男,1998.0,1990.0,刘吉,湖北,广东,http://ldzl.people.com.cn/dfzlk/front/personPage18821.htm
53.0,1965.0,博士,汉族,男,1985.0,1991.0,陈敏,江苏,广东,http://ldzl.people.com.cn/dfzlk/front/personPage18797.htm
56.0,1962.0,博士,汉族,男,1994.0,1983.0,杨绪松,湖北,广东,http://ldzl.people.com.cn/dfzlk/front/personPage9233.htm
50.0,1968.0,本科,汉族,女,1988.0,1991.0,叶梅芬,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16756.htm
47.0,1971.0,博士,汉族,男,1991.0,1993.0,温湛滨,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage5431.htm
49.0,1969.0,博士,汉族,男,1992.0,1993.0,黄喜忠,广东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage5143.htm
52.0,1966.0,研究生,汉族,男,1992.0,1988.0,肖亚非,江西,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15093.htm
56.0,1962.0,研究生,,男,1985.0,1982.0,焦兰生,河南,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15584.htm
46.0,1972.0,博士,汉族,男,1996.0,1993.0,殷昭举,安徽,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15752.htm
51.0,1967.0,研究生,汉族,男,1993.0,1992.0,叶牛平,安徽,广东,http://ldzl.people.com.cn/dfzlk/front/personPage7117.htm
50.0,1968.0,研究生,汉族,男,1989.0,1989.0,王胜,山东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15619.htm
61.0,1957.0,博士,汉族,男,1976.0,1974.0,彭清华,湖北,广西,http://ldzl.people.com.cn/dfzlk/front/personPage4939.htm
64.0,1954.0,研究生,壮族,男,1975.0,1972.0,陈武,广西,广西,http://ldzl.people.com.cn/dfzlk/front/personPage4940.htm
56.0,1962.0,博士,壮族,男,1985.0,1980.0,蓝天立,广西,广西,http://ldzl.people.com.cn/dfzlk/front/personPage6376.htm
55.0,1963.0,研究生,汉族,男,1984.0,1986.0,孙大伟,黑龙,广西,http://ldzl.people.com.cn/dfzlk/front/personPage16799.htm
57.0,1961.0,博士,回族,女,1983.0,1983.0,范晓莉,吉林,广西,http://ldzl.people.com.cn/dfzlk/front/personPage6372.htm
56.0,1962.0,研究生,汉族,男,1985.0,1983.0,秦如培,贵州,广西,http://ldzl.people.com.cn/dfzlk/front/personPage6427.htm
56.0,1962.0,研究生,汉族,男,1980.0,1976.0,王小东,山西,广西,http://ldzl.people.com.cn/dfzlk/front/personPage4556.htm
